age,account_age_days,customer_segment,country,platform,device_type,payment_method,product_category,avg_order_value_usd,is_high_value_item,discount_used,order_date,return_date,days_to_return,return_reason,shipping_carrier,multiple_accounts_flag,wishlist_to_cart_time_hrs,total_returns_lifetime,total_orders_lifetime,return_rate_pct,customer_support_contacts,previous_dispute_count,refund_amount_requested_usd,customer_return_count_prior,returns_last_30d_prior,returns_last_90d_prior,total_returns_lifetime_prior,abuse_label
53,2268,Platinum,CA,Mobile App,MacBook,Buy Now Pay Later,Clothing,124.73,0,0,2023-11-20,2023-12-28,38,Arrived Late,FedEx,0,3.5,19,57,33.3,5,1,117.88,0,0,0,0,3
68,1685,New,US,Web Browser,Windows PC,Credit Card,Sports,112.25,0,0,2022-05-27,2022-06-01,5,Too Large,FedEx,0,71.5,0,7,0.0,1,1,109.09,0,0,0,0,0
31,1534,Silver,GB,Web Browser,iPhone,Gift Card,Clothing,30.92,0,1,2023-09-26,2023-10-06,10,Wrong Item Sent,OnTrac,0,61.3,1,13,7.7,1,0,25.76,0,0,0,0,0
44,1958,Silver,BR,Web Browser,Android,PayPal,Electronics,113.02,0,0,2023-10-20,2023-11-02,13,Not As Described,FedEx,0,15.9,10,75,13.3,1,1,105.54,0,0,0,0,0
43,1163,New,DE,Tablet App,Android,Buy Now Pay Later,Shoes,189.37,0,1,2023-09-14,2023-09-19,5,Wrong Item Sent,FedEx,0,3.5,2,5,40.0,4,2,179.95,0,0,0,0,2
33,1162,Silver,BR,Tablet App,MacBook,Debit Card,Beauty,106.65,0,0,2022-08-11,2022-08-17,6,Arrived Late,DHL,0,67.7,1,72,1.4,0,1,103.64,0,0,0,0,0
52,2236,Gold,AU,Web Browser,iPad,PayPal,Books,141.02,0,0,2022-10-16,2022-10-30,14,Changed Mind,UPS,0,47.2,1,65,1.5,0,1,131.05,0,0,0,0,0
31,454,Bronze,US,Tablet App,MacBook,Gift Card,Sports,107.94,0,0,2023-10-21,2023-10-31,10,Quality Issue,DHL,0,9.1,1,21,4.8,0,0,96.37,0,0,0,0,0
40,895,New,US,Web Browser,MacBook,PayPal,Clothing,245.27,1,0,2023-06-10,2023-07-08,28,Defective/Broken,FedEx,0,37.8,7,78,9.0,1,1,211.4,0,0,0,0,0
47,1713,Silver,US,Mobile App,Android,PayPal,Books,110.54,0,0,2022-09-08,2022-10-05,27,Too Large,USPS,0,25.3,18,46,39.1,5,5,102.96,0,0,0,0,1
59,596,Bronze,BR,Web Browser,Android,Debit Card,Grocery,199.62,0,1,2022-03-11,2022-03-24,13,Found Better Price,OnTrac,0,4.9,31,46,67.4,4,2,187.95,0,0,0,0,1
57,830,Gold,FR,Web Browser,Android,Credit Card,Clothing,175.39,0,0,2022-08-29,2022-09-26,28,Quality Issue,OnTrac,0,14.2,10,77,13.0,0,0,156.8,0,0,0,0,0
44,1249,Bronze,US,Tablet App,Android,PayPal,Shoes,142.79,0,0,2023-05-12,2023-05-31,19,Defective/Broken,OnTrac,0,11.4,5,49,10.2,0,0,135.96,0,0,0,0,0
60,1511,Silver,IN,Tablet App,MacBook,Buy Now Pay Later,Beauty,17.29,0,0,2023-05-07,2023-05-31,24,Arrived Late,OnTrac,0,7.7,6,75,8.0,1,1,15.96,0,0,0,0,0
25,2009,Silver,GB,Mobile App,Android,Debit Card,Beauty,297.83,1,0,2023-09-30,2023-10-13,13,Too Small,USPS,0,31.5,5,43,11.6,0,0,263.14,0,0,0,0,0
48,439,Gold,IN,Web Browser,MacBook,Buy Now Pay Later,Tools,118.73,0,0,2023-11-01,2023-11-25,24,Too Small,OnTrac,0,9.6,1,70,1.4,0,1,96.68,0,0,0,0,0
43,2172,Gold,BR,Tablet App,Windows PC,Buy Now Pay Later,Sports,358.5,1,1,2022-07-08,2022-07-09,1,Not As Described,USPS,1,4.8,3,8,37.5,6,2,344.42,0,0,0,0,2
57,872,Bronze,US,Web Browser,Windows PC,Buy Now Pay Later,Tools,274.35,1,0,2022-01-16,2022-02-10,25,Changed Mind,DHL,0,38.0,0,56,0.0,1,1,231.9,0,0,0,0,0
53,2039,Bronze,IN,Mobile App,Android,Buy Now Pay Later,Shoes,36.06,0,0,2023-08-04,2023-08-15,11,Defective/Broken,UPS,0,0.2,2,80,2.5,1,0,29.52,0,0,0,0,0
64,1566,New,US,Tablet App,iPad,Credit Card,Grocery,59.54,0,0,2022-11-18,2022-12-10,22,Arrived Late,UPS,0,25.6,4,67,6.0,0,1,49.75,0,0,0,0,0
69,1764,Gold,US,Tablet App,iPad,Debit Card,Shoes,114.62,0,0,2023-06-07,2023-07-02,25,Changed Mind,USPS,0,4.2,2,39,5.1,0,0,100.68,0,0,0,0,0
40,1322,Bronze,US,Tablet App,MacBook,PayPal,Shoes,223.31,1,0,2022-02-09,2022-02-12,3,Too Large,DHL,0,24.3,1,17,5.9,1,0,185.55,0,0,0,0,0
47,658,Bronze,US,Mobile App,Windows PC,Gift Card,Home & Kitchen,62.88,0,0,2022-10-30,2022-11-16,17,Not As Described,FedEx,0,58.4,0,52,0.0,0,0,52.05,0,0,0,0,0
48,1260,Silver,US,Mobile App,iPad,Credit Card,Home & Kitchen,161.68,0,0,2022-11-20,2023-01-01,42,Too Large,UPS,0,1.8,15,39,38.5,2,5,160.32,0,0,0,0,3
46,1239,Silver,CA,Tablet App,iPhone,Debit Card,Clothing,129.9,0,0,2023-05-30,2023-06-19,20,Too Small,OnTrac,0,43.6,1,14,7.1,1,0,117.54,0,0,0,0,0
39,1728,Platinum,US,Tablet App,iPad,Credit Card,Books,27.06,0,0,2022-03-06,2022-03-09,3,Changed Mind,UPS,1,19.6,53,102,52.0,4,4,25.78,0,0,0,0,1
61,2372,Platinum,US,Web Browser,MacBook,Buy Now Pay Later,Sports,181.38,0,1,2022-02-25,2022-04-08,42,Accidental Order,OnTrac,0,3.8,34,58,58.6,4,1,176.64,0,0,0,0,3
69,1881,New,GB,Tablet App,MacBook,Debit Card,Beauty,253.93,1,0,2022-09-26,2022-10-06,10,Not As Described,FedEx,0,62.9,8,57,14.0,0,0,239.39,0,0,0,0,0
27,1093,Silver,US,Tablet App,iPhone,PayPal,Furniture,92.48,0,1,2022-12-14,2023-01-07,24,Arrived Late,OnTrac,0,43.3,33,74,44.6,4,5,84.91,0,0,0,0,1
41,349,Gold,DE,Web Browser,iPhone,Credit Card,Home & Kitchen,15.86,0,0,2023-03-25,2023-04-07,13,Too Small,DHL,0,68.2,5,61,8.2,1,0,15.47,0,0,0,0,0
55,348,Bronze,BR,Web Browser,Windows PC,Debit Card,Grocery,129.39,0,0,2023-01-05,2023-01-10,5,Quality Issue,UPS,0,41.8,0,8,0.0,0,1,126.48,0,0,0,0,0
65,2069,Bronze,IN,Web Browser,Android,PayPal,Clothing,269.43,1,0,2023-08-20,2023-08-21,1,Gift Duplicate,USPS,0,41.0,10,72,13.9,1,0,243.51,0,0,0,0,0
26,2367,New,US,Mobile App,iPad,Buy Now Pay Later,Beauty,268.05,1,0,2022-12-17,2023-01-20,34,Not As Described,USPS,0,3.0,9,33,27.3,3,3,251.13,0,0,0,0,3
57,2186,New,DE,Tablet App,iPhone,Debit Card,Furniture,93.52,0,0,2023-08-09,2023-08-26,17,Quality Issue,DHL,0,15.7,1,19,5.3,1,0,88.86,0,0,0,0,0
53,1186,New,FR,Tablet App,Windows PC,Credit Card,Toys,298.57,1,0,2023-11-25,2023-12-23,28,Defective/Broken,FedEx,0,1.4,1,31,3.2,0,0,298.27,0,0,0,0,0
32,197,Gold,AU,Tablet App,iPhone,Credit Card,Clothing,288.77,1,0,2022-08-24,2022-09-02,9,Wrong Item Sent,USPS,0,2.4,0,2,0.0,1,1,268.75,0,0,0,0,0
68,945,Silver,FR,Mobile App,Windows PC,PayPal,Home & Kitchen,306.19,1,0,2022-07-09,2022-07-12,3,Arrived Late,FedEx,0,0.4,13,31,41.9,5,1,295.69,0,0,0,0,2
26,463,New,US,Web Browser,MacBook,Crypto,Toys,51.03,0,0,2022-09-17,2022-09-27,10,Defective/Broken,USPS,0,31.4,0,63,0.0,0,1,46.23,0,0,0,0,0
66,2212,Bronze,US,Tablet App,MacBook,PayPal,Electronics,191.28,0,0,2022-05-27,2022-06-11,15,Defective/Broken,USPS,0,62.4,0,5,0.0,1,1,170.81,0,0,0,0,0
43,153,Silver,BR,Tablet App,MacBook,Credit Card,Electronics,468.34,1,0,2022-09-06,2022-10-23,47,Too Small,OnTrac,0,0.7,7,16,43.8,5,0,425.73,0,0,0,0,3
20,1944,New,US,Web Browser,Windows PC,Debit Card,Beauty,193.59,0,0,2023-09-04,2023-09-25,21,Found Better Price,DHL,0,31.9,0,28,0.0,1,0,171.68,0,0,0,0,0
23,2153,Silver,GB,Web Browser,Windows PC,Credit Card,Sports,145.12,0,0,2022-03-24,2022-04-16,23,Too Small,OnTrac,0,13.3,19,45,42.2,4,3,135.47,0,0,0,0,1
66,1033,Platinum,FR,Mobile App,Android,Debit Card,Shoes,174.5,0,0,2022-09-19,2022-09-24,5,Defective/Broken,FedEx,0,68.9,1,42,2.4,1,1,152.47,0,0,0,0,0
57,407,Bronze,CA,Mobile App,iPad,Buy Now Pay Later,Electronics,169.44,0,0,2022-06-15,2022-07-09,24,Too Small,USPS,0,57.3,1,15,6.7,1,1,154.92,0,0,0,0,0
69,1794,Gold,DE,Web Browser,iPhone,Crypto,Home & Kitchen,78.74,0,1,2022-02-20,2022-03-05,13,Quality Issue,OnTrac,0,62.7,0,25,0.0,0,1,69.13,0,0,0,0,0
34,1618,Bronze,DE,Mobile App,Android,Debit Card,Electronics,242.61,1,0,2023-07-03,2023-07-25,22,Gift Duplicate,USPS,0,17.3,2,16,12.5,1,1,223.7,0,0,0,0,0
22,1571,Silver,US,Mobile App,Windows PC,Credit Card,Tools,35.28,0,0,2022-01-13,2022-02-03,21,Not As Described,USPS,0,56.8,0,38,0.0,0,0,33.64,0,0,0,0,0
20,802,Platinum,US,Mobile App,MacBook,Credit Card,Jewelry,43.03,0,0,2022-08-08,2022-09-04,27,Defective/Broken,DHL,0,25.3,58,77,75.3,4,4,39.9,0,0,0,0,1
66,1291,Gold,US,Web Browser,iPad,PayPal,Tools,411.59,1,1,2022-11-29,2022-11-30,1,Arrived Late,UPS,0,4.1,18,42,42.9,4,4,400.73,0,0,0,0,2
45,1878,Silver,GB,Mobile App,Android,Debit Card,Shoes,253.8,1,0,2022-09-07,2022-10-04,27,Item Not Received,USPS,0,6.3,1,43,2.3,0,1,236.72,0,0,0,0,0
55,1746,Gold,AU,Tablet App,Windows PC,Credit Card,Home & Kitchen,31.02,0,1,2022-05-02,2022-05-06,4,Too Large,OnTrac,0,36.3,0,43,0.0,1,0,27.32,0,0,0,0,0
39,1826,Silver,FR,Tablet App,iPhone,PayPal,Sports,176.22,0,0,2023-10-10,2023-10-24,14,Too Large,FedEx,0,42.0,4,35,11.4,0,0,169.26,0,0,0,0,0
65,153,Silver,DE,Web Browser,iPhone,Credit Card,Electronics,123.53,0,0,2023-06-27,2023-07-02,5,Not As Described,OnTrac,1,0.5,11,34,32.4,1,5,122.75,0,0,0,0,2
53,840,Platinum,CA,Tablet App,iPad,Gift Card,Clothing,678.81,1,0,2022-11-27,2022-12-02,5,Item Not Received,DHL,0,2.0,2,7,28.6,4,5,645.85,0,0,0,0,2
30,2351,Bronze,US,Mobile App,iPhone,Debit Card,Electronics,144.56,0,1,2022-06-26,2022-07-10,14,Changed Mind,FedEx,1,59.1,18,33,54.5,2,0,141.78,0,0,0,0,1
24,21,Bronze,US,Mobile App,MacBook,Buy Now Pay Later,Clothing,258.48,1,0,2022-10-16,2022-11-25,40,Too Large,USPS,0,3.4,22,60,36.7,5,3,247.07,1,0,0,1,3
25,2245,Bronze,US,Tablet App,iPad,Credit Card,Home & Kitchen,119.8,0,0,2022-12-10,2022-12-31,21,Quality Issue,DHL,0,18.2,3,36,8.3,0,1,119.29,0,0,0,0,0
57,577,New,GB,Web Browser,Windows PC,Credit Card,Tools,122.82,0,0,2023-07-26,2023-07-30,4,Too Small,USPS,0,67.7,1,19,5.3,1,0,100.49,0,0,0,0,0
22,1014,Gold,CA,Web Browser,iPad,Debit Card,Toys,187.22,0,0,2023-10-31,2023-11-03,3,Too Small,UPS,0,36.0,7,80,8.8,0,0,176.41,0,0,0,0,0
19,1235,Bronze,CA,Tablet App,MacBook,Debit Card,Home & Kitchen,91.8,0,0,2023-01-07,2023-01-27,20,Too Large,FedEx,0,36.6,3,32,9.4,0,1,82.43,0,0,0,0,0
51,686,Silver,FR,Web Browser,MacBook,Buy Now Pay Later,Clothing,179.4,0,1,2023-10-24,2023-12-05,42,Not As Described,UPS,0,0.3,16,42,38.1,3,2,178.12,0,0,0,0,3
57,1224,Silver,US,Web Browser,Windows PC,Debit Card,Books,174.71,0,1,2023-07-29,2023-08-05,7,Wrong Item Sent,DHL,0,2.5,8,77,10.4,1,1,168.42,0,0,0,0,0
62,2363,Bronze,FR,Tablet App,Windows PC,PayPal,Furniture,25.49,0,0,2023-05-09,2023-06-05,27,Wrong Item Sent,UPS,0,22.4,0,8,0.0,1,0,23.53,0,0,0,0,0
26,917,Bronze,US,Mobile App,Windows PC,PayPal,Books,612.62,1,0,2023-03-14,2023-03-18,4,Found Better Price,FedEx,0,5.0,7,18,38.9,5,0,627.96,0,0,0,0,2
41,2307,Silver,US,Tablet App,iPhone,Debit Card,Electronics,177.33,0,1,2022-10-09,2022-11-20,42,Not As Described,FedEx,0,4.2,12,45,26.7,4,1,172.44,0,0,0,0,3
18,601,Bronze,US,Web Browser,iPhone,PayPal,Sports,25.41,0,1,2022-06-11,2022-06-26,15,Wrong Item Sent,UPS,0,32.6,2,58,3.4,0,1,20.78,0,0,0,0,0
36,774,Silver,US,Web Browser,Windows PC,Credit Card,Sports,34.51,0,1,2023-10-26,2023-11-12,17,Gift Duplicate,UPS,0,37.8,4,39,10.3,1,0,31.57,0,0,0,0,0
53,1885,Bronze,US,Tablet App,Windows PC,Credit Card,Sports,147.29,0,0,2023-11-21,2023-11-28,7,Defective/Broken,FedEx,0,1.3,4,32,12.5,1,1,134.15,0,0,0,0,0
42,2330,Gold,US,Mobile App,iPad,PayPal,Clothing,180.94,0,0,2022-04-15,2022-04-18,3,Accidental Order,DHL,1,3.8,12,23,52.2,5,0,179.63,0,0,0,0,2
52,2164,Bronze,US,Web Browser,iPad,Gift Card,Shoes,182.39,0,0,2023-02-08,2023-03-10,30,Defective/Broken,DHL,0,44.5,0,6,0.0,0,0,159.31,0,0,0,0,0
41,808,Gold,DE,Web Browser,iPhone,Gift Card,Clothing,278.21,1,0,2022-05-15,2022-05-30,15,Defective/Broken,OnTrac,0,37.3,1,20,5.0,1,0,251.22,0,0,0,0,0
68,2266,New,US,Tablet App,iPad,Gift Card,Clothing,271.19,1,0,2022-12-24,2022-12-30,6,Found Better Price,FedEx,0,11.1,4,66,6.1,0,1,266.63,0,0,0,0,0
43,415,Bronze,US,Web Browser,Android,PayPal,Beauty,39.44,0,1,2022-01-08,2022-01-09,1,Gift Duplicate,OnTrac,0,15.6,6,74,8.1,0,1,38.2,0,0,0,0,0
50,560,Gold,US,Mobile App,iPad,PayPal,Jewelry,653.15,1,0,2023-07-10,2023-07-14,4,Changed Mind,OnTrac,0,2.2,4,12,33.3,2,0,672.71,0,0,0,0,2
18,1774,Silver,BR,Web Browser,Android,Credit Card,Books,145.74,0,1,2023-02-13,2023-02-20,7,Wrong Item Sent,FedEx,0,15.2,9,68,13.2,1,0,132.76,0,0,0,0,0
29,1350,Silver,GB,Web Browser,iPad,Gift Card,Jewelry,161.85,0,0,2023-05-17,2023-05-18,1,Found Better Price,FedEx,0,1.8,7,12,58.3,4,1,167.93,0,0,0,0,2
64,2138,Gold,GB,Mobile App,iPad,Debit Card,Clothing,226.59,1,0,2023-01-13,2023-02-03,21,Not As Described,USPS,0,38.2,5,44,11.4,0,1,186.37,0,0,0,0,0
21,2172,Bronze,US,Mobile App,Android,Credit Card,Toys,38.81,0,1,2022-05-02,2022-05-15,13,Wrong Item Sent,UPS,0,46.6,0,68,0.0,1,0,35.73,0,0,0,0,0
68,2195,New,CA,Mobile App,Windows PC,Debit Card,Shoes,193.38,0,0,2022-05-09,2022-05-15,6,Quality Issue,FedEx,0,33.2,2,62,3.2,0,0,170.35,1,1,1,1,0
54,1678,New,US,Mobile App,Android,Credit Card,Shoes,128.89,0,0,2022-12-10,2023-01-06,27,Too Small,UPS,0,47.3,9,66,13.6,0,1,111.05,0,0,0,0,0
45,1418,Bronze,US,Tablet App,Android,PayPal,Shoes,251.0,1,0,2022-04-19,2022-05-07,18,Not As Described,USPS,0,9.9,2,17,11.8,0,0,214.55,0,0,0,0,0
23,697,Gold,US,Mobile App,iPhone,Debit Card,Electronics,17.27,0,0,2023-05-03,2023-05-04,1,Changed Mind,OnTrac,0,48.5,1,59,1.7,1,0,14.89,0,0,0,0,0
50,681,New,FR,Web Browser,iPhone,Gift Card,Clothing,259.98,1,0,2023-07-01,2023-07-20,19,Gift Duplicate,DHL,0,7.7,6,56,10.7,0,0,254.48,0,0,0,0,0
49,1964,Silver,US,Mobile App,iPad,Credit Card,Shoes,115.34,0,0,2023-09-17,2023-09-30,13,Found Better Price,USPS,0,50.9,5,37,13.5,1,1,104.23,1,0,1,1,0
59,914,New,US,Tablet App,iPad,Credit Card,Books,143.95,0,0,2023-08-24,2023-09-02,9,Defective/Broken,FedEx,0,7.2,0,31,0.0,1,1,133.96,0,0,0,0,0
19,1145,Silver,US,Mobile App,MacBook,Credit Card,Beauty,290.17,1,0,2023-02-10,2023-02-18,8,Found Better Price,OnTrac,0,41.7,0,29,0.0,1,1,277.93,0,0,0,0,0
21,2350,New,FR,Tablet App,iPhone,Credit Card,Grocery,279.75,1,1,2022-11-14,2022-12-01,17,Quality Issue,FedEx,0,51.1,5,70,7.1,0,1,259.28,0,0,0,0,0
43,775,New,DE,Mobile App,MacBook,Credit Card,Tools,91.12,0,0,2022-05-29,2022-06-24,26,Found Better Price,UPS,0,3.1,0,23,0.0,1,1,82.87,0,0,0,0,0
29,117,New,CA,Mobile App,Windows PC,Debit Card,Electronics,207.27,1,1,2023-03-04,2023-03-22,18,Changed Mind,OnTrac,0,68.9,1,26,3.8,1,1,173.18,1,0,0,1,0
55,1748,Gold,BR,Mobile App,iPad,Credit Card,Beauty,199.58,0,0,2023-08-10,2023-09-22,43,Arrived Late,OnTrac,0,2.0,19,50,38.0,1,0,195.84,0,0,0,0,3
50,240,Platinum,US,Web Browser,iPad,Buy Now Pay Later,Electronics,234.17,1,0,2022-07-10,2022-07-20,10,Not As Described,DHL,0,23.3,0,5,0.0,0,1,207.22,0,0,0,0,0
38,1787,New,US,Mobile App,iPhone,PayPal,Electronics,57.31,0,0,2023-06-14,2023-06-16,2,Quality Issue,UPS,0,31.6,5,67,7.5,0,0,49.4,1,0,0,1,0
27,1591,Silver,DE,Web Browser,iPhone,Credit Card,Clothing,257.09,1,0,2022-03-07,2022-03-30,23,Arrived Late,UPS,0,66.4,0,4,0.0,0,1,217.24,0,0,0,0,0
24,1568,Silver,AU,Mobile App,MacBook,Buy Now Pay Later,Books,112.64,0,0,2023-05-21,2023-06-06,16,Found Better Price,OnTrac,0,60.8,0,3,0.0,1,1,103.89,0,0,0,0,0
67,2229,Gold,US,Web Browser,MacBook,Credit Card,Clothing,120.11,0,0,2022-11-15,2022-12-05,20,Changed Mind,USPS,1,54.7,15,25,60.0,2,4,109.56,0,0,0,0,1
49,1447,Silver,US,Web Browser,Windows PC,Debit Card,Electronics,88.9,0,0,2023-06-04,2023-06-08,4,Item Not Received,USPS,0,1.5,14,29,48.3,1,0,89.47,0,0,0,0,2
29,1979,Bronze,BR,Tablet App,Windows PC,Debit Card,Electronics,227.11,1,0,2023-06-01,2023-06-20,19,Not As Described,FedEx,0,33.4,7,63,11.1,0,1,224.65,0,0,0,0,0
53,456,Gold,BR,Tablet App,iPhone,Credit Card,Grocery,52.51,0,1,2023-02-24,2023-02-28,4,Too Large,DHL,1,47.0,38,81,46.9,5,4,49.1,0,0,0,0,1
43,1979,Gold,DE,Tablet App,Windows PC,Credit Card,Shoes,67.44,0,1,2022-03-05,2022-03-17,12,Changed Mind,UPS,1,70.4,30,68,44.1,6,4,66.21,0,0,0,0,1
55,322,Silver,US,Mobile App,Windows PC,Gift Card,Shoes,35.46,0,0,2022-06-24,2022-06-30,6,Too Small,DHL,0,65.7,3,68,4.4,1,0,32.88,0,0,0,0,0
21,372,Bronze,FR,Mobile App,iPad,Buy Now Pay Later,Shoes,80.01,0,1,2022-08-14,2022-08-18,4,Wrong Item Sent,OnTrac,0,3.2,11,36,30.6,6,5,79.64,0,0,0,0,2
70,1868,Silver,FR,Mobile App,Windows PC,Debit Card,Clothing,94.59,0,1,2022-10-01,2022-10-07,6,Not As Described,FedEx,1,26.6,59,75,78.7,3,1,91.98,0,0,0,0,1
61,1867,Bronze,US,Mobile App,Android,Credit Card,Books,164.97,0,0,2022-07-13,2022-08-07,25,Changed Mind,OnTrac,1,70.5,53,106,50.0,2,0,157.47,0,0,0,0,1
19,1057,Bronze,FR,Tablet App,Windows PC,Credit Card,Clothing,270.7,1,1,2023-11-13,2023-11-15,2,Defective/Broken,OnTrac,0,14.8,7,67,10.4,0,1,226.13,0,0,0,0,0
39,1528,New,BR,Mobile App,iPhone,Credit Card,Beauty,179.15,0,0,2022-09-19,2022-10-13,24,Too Large,FedEx,0,18.5,42,77,54.5,2,3,178.25,0,0,0,0,1
44,1760,Bronze,DE,Mobile App,Windows PC,Credit Card,Jewelry,229.58,1,0,2023-04-03,2023-04-17,14,Not As Described,USPS,0,5.0,2,54,3.7,0,0,185.75,0,0,0,0,0
44,1900,Bronze,US,Web Browser,iPad,Credit Card,Home & Kitchen,395.61,1,1,2022-09-23,2022-10-26,33,Too Small,DHL,0,4.8,30,60,50.0,1,1,366.46,0,0,0,0,3
36,969,Silver,BR,Mobile App,iPhone,Debit Card,Clothing,155.26,0,1,2022-11-11,2022-11-17,6,Found Better Price,FedEx,1,66.5,60,102,58.8,2,5,152.96,0,0,0,0,1
70,2127,Silver,US,Web Browser,MacBook,Credit Card,Clothing,52.53,0,0,2022-09-10,2022-10-10,30,Item Not Received,UPS,0,51.5,6,58,10.3,1,1,44.19,0,0,0,0,0
43,74,New,AU,Mobile App,MacBook,Debit Card,Sports,139.74,0,0,2023-07-21,2023-08-01,11,Wrong Item Sent,FedEx,0,66.4,0,11,0.0,1,0,131.99,0,0,0,0,0
30,2324,New,BR,Web Browser,iPhone,Gift Card,Electronics,32.75,0,0,2022-03-31,2022-04-25,25,Quality Issue,FedEx,0,24.0,2,30,6.7,0,1,28.71,0,0,0,0,0
20,1289,Platinum,BR,Tablet App,iPad,Credit Card,Clothing,571.21,1,0,2022-06-04,2022-06-08,4,Item Not Received,UPS,0,4.8,6,18,33.3,3,0,545.46,0,0,0,0,2
66,716,New,FR,Tablet App,MacBook,Credit Card,Books,164.08,0,1,2023-06-09,2023-07-01,22,Gift Duplicate,UPS,0,16.1,15,19,78.9,5,2,148.44,0,0,0,0,1
19,1589,Platinum,GB,Web Browser,Windows PC,PayPal,Home & Kitchen,100.9,0,1,2023-06-23,2023-07-18,25,Gift Duplicate,UPS,0,57.4,12,20,60.0,6,5,98.68,0,0,0,0,1
18,498,Bronze,CA,Tablet App,MacBook,Credit Card,Clothing,47.32,0,0,2023-07-27,2023-08-24,28,Found Better Price,OnTrac,0,30.7,40,48,83.3,4,3,43.55,0,0,0,0,1
37,2154,New,US,Mobile App,Windows PC,PayPal,Home & Kitchen,286.31,1,0,2023-09-23,2023-10-06,13,Defective/Broken,FedEx,0,67.2,0,3,0.0,1,1,275.1,0,0,0,0,0
70,1787,Bronze,AU,Mobile App,MacBook,Buy Now Pay Later,Toys,218.27,1,0,2022-01-29,2022-02-23,25,Arrived Late,DHL,0,55.4,2,75,2.7,0,0,194.1,0,0,0,0,0
35,722,Bronze,US,Tablet App,iPad,Debit Card,Jewelry,159.11,0,0,2023-10-26,2023-11-06,11,Quality Issue,UPS,0,44.9,1,24,4.2,0,0,154.61,0,0,0,0,0
35,400,Bronze,FR,Web Browser,Android,Credit Card,Furniture,142.46,0,0,2022-01-25,2022-02-22,28,Too Small,USPS,0,41.7,8,71,11.3,0,1,135.49,0,0,0,0,0
70,1760,Gold,IN,Tablet App,iPhone,Gift Card,Grocery,208.3,1,0,2023-10-16,2023-10-17,1,Item Not Received,FedEx,1,1.0,17,31,54.8,5,4,206.73,0,0,0,0,2
54,972,Silver,US,Mobile App,MacBook,Debit Card,Electronics,63.24,0,0,2023-04-06,2023-04-13,7,Not As Described,UPS,0,28.1,5,42,11.9,1,0,59.29,0,0,0,0,0
35,1140,Silver,IN,Web Browser,Windows PC,Buy Now Pay Later,Sports,268.86,1,0,2023-05-15,2023-06-17,33,Too Large,USPS,0,1.7,21,59,35.6,6,0,266.5,0,0,0,0,3
37,2101,New,GB,Tablet App,Android,Credit Card,Clothing,267.24,1,0,2022-06-29,2022-07-14,15,Found Better Price,DHL,0,44.3,0,8,0.0,0,0,230.14,0,0,0,0,0
69,939,Platinum,US,Mobile App,Windows PC,Gift Card,Electronics,621.07,1,0,2023-07-06,2023-07-10,4,Arrived Late,DHL,0,1.4,11,22,50.0,3,1,642.36,0,0,0,0,2
59,1002,Bronze,DE,Web Browser,Windows PC,Debit Card,Clothing,31.31,0,0,2022-12-19,2022-12-20,1,Wrong Item Sent,UPS,0,17.9,8,65,12.3,1,1,26.15,0,0,0,0,0
46,1814,Silver,CA,Mobile App,iPad,Credit Card,Clothing,49.9,0,0,2022-07-03,2022-07-31,28,Item Not Received,USPS,0,11.8,0,3,0.0,0,0,42.71,0,0,0,0,0
24,100,Silver,US,Web Browser,iPad,Debit Card,Clothing,171.68,0,0,2023-09-27,2023-10-15,18,Too Large,OnTrac,0,12.5,4,61,6.6,0,1,155.58,0,0,0,0,0
70,2222,Silver,AU,Mobile App,Windows PC,Debit Card,Sports,53.37,0,0,2023-01-31,2023-02-13,13,Defective/Broken,UPS,0,30.0,2,47,4.3,1,0,52.69,0,0,0,0,0
25,462,Gold,BR,Tablet App,iPhone,Debit Card,Clothing,189.76,0,0,2023-07-16,2023-07-20,4,Not As Described,USPS,0,60.3,2,25,8.0,1,0,182.35,0,0,0,0,0
38,2338,Bronze,US,Tablet App,iPhone,Credit Card,Beauty,228.16,1,0,2022-03-31,2022-04-29,29,Defective/Broken,UPS,0,44.8,6,55,10.9,1,0,203.35,0,0,0,0,0
27,2447,New,IN,Web Browser,Windows PC,Credit Card,Clothing,26.89,0,0,2023-01-29,2023-02-10,12,Found Better Price,FedEx,0,49.6,6,69,8.7,0,1,23.51,0,0,0,0,0
35,1257,Silver,FR,Mobile App,Android,Credit Card,Shoes,142.52,0,1,2023-09-10,2023-09-12,2,Too Small,USPS,0,27.4,57,100,57.0,6,1,133.99,0,0,0,0,1
62,1006,Gold,US,Tablet App,iPhone,Debit Card,Tools,106.75,0,0,2023-09-05,2023-09-27,22,Too Small,OnTrac,0,2.9,2,55,3.6,0,1,97.69,1,1,1,1,0
44,406,New,US,Mobile App,iPad,Credit Card,Tools,245.28,1,0,2023-06-01,2023-06-04,3,Defective/Broken,UPS,0,27.6,8,72,11.1,0,0,208.07,0,0,0,0,0
45,2320,Platinum,GB,Web Browser,Android,Debit Card,Beauty,462.6,1,1,2023-01-11,2023-02-22,42,Defective/Broken,OnTrac,0,2.1,18,42,42.9,1,1,452.47,0,0,0,0,3
21,2336,Bronze,AU,Mobile App,iPad,PayPal,Beauty,86.22,0,0,2022-11-17,2022-12-16,29,Too Small,UPS,0,58.5,0,5,0.0,0,0,73.98,0,0,0,0,0
